date,trades,daily_return_pct,avg_spread,net_r,equity_pct,drawdown_pct
2026-03-02,6,-2.9366966269926373,0.7996320339190119,-2.9366966269926373,-27.206113846670114,-32.39602396569214
2026-03-03,5,4.189910119022079,1.0160180704375361,4.189910119022079,-23.016203727648033,-28.206113846670057
2026-03-04,3,0.5719397963451662,1.2590464132013188,0.5719397963451662,-22.444263931302867,-27.63417405032489
2026-03-05,7,-3.9366966269926436,0.7765845385504109,-3.9366966269926436,-26.38096055829551,-31.570870677317533
2026-03-06,5,1.126606746014688,0.8671336108660119,1.126606746014688,-25.254353812280822,-30.444263931302846
2026-03-08,1,1.494933785064761,0.8366442307692435,1.494933785064761,-23.759420027216063,-28.949330146238086
2026-03-09,6,-6.0,0.8044040420362872,-6.0,-29.759420027216063,-34.94933014623808
2026-03-10,6,-6.0,0.6677175931995598,-6.0,-35.759420027216066,-40.94933014623809
2026-03-11,6,-2.9366966269926498,0.7363589553556786,-2.9366966269926498,-38.696116654208716,-43.88602677323074
2026-03-12,6,-2.9366966269926706,0.6485959580665861,-2.9366966269926706,-41.632813281201386,-46.82272340022341
2026-03-13,4,2.1266067460146547,0.6590221228042024,2.1266067460146547,-39.506206535186735,-44.69611665420876
2026-03-15,1,0.8430377140372518,0.6863736089030226,0.8430377140372518,-38.66316882114948,-43.85307894017151
2026-03-16,4,-0.9366966269926738,0.6622670648929141,-0.9366966269926738,-39.599865448142154,-44.78977556716418
2026-03-17,5,-1.936696626992655,0.6640468903618361,-1.936696626992655,-41.53656207513481,-46.726472194156834
2026-03-18,7,2.189910119022061,0.9416824242664781,2.189910119022061,-39.34665195611275,-44.536562075134775
2026-03-19,6,6.253213492029403,0.7102268596860523,6.253213492029403,-33.09343846408335,-38.28334858310537
2026-03-20,6,3.1899101190220924,0.6716579491887908,3.1899101190220924,-29.903528345061257,-35.09343846408328
2026-03-23,4,5.189910119022071,1.0708716381647685,5.189910119022071,-24.713618226039188,-29.90352834506121
2026-03-24,5,-1.9366966269926524,1.259916042242364,-1.9366966269926524,-26.65031485303184,-31.840224972053864
2026-03-25,6,0.1266067460146929,0.7145112877406704,0.1266067460146929,-26.523708107017146,-31.71361822603917
2026-03-26,6,0.12660674601467292,0.8064401585114992,0.12660674601467292,-26.397101361002473,-31.587011480024497
2026-03-27,5,-1.9366966269926338,0.8510004763082522,-1.9366966269926338,-28.33379798799511,-33.52370810701713
2026-03-29,1,-0.8369234555941286,0.9391360153257216,-0.8369234555941285,-29.170721443589237,-34.36063156261126
2026-03-30,2,1.06330337300736,0.8949949985146877,1.06330337300736,-28.107418070581875,-33.2973281896039
2026-03-31,7,-0.873393253985312,0.7938663598319683,-0.873393253985312,-28.98081132456719,-34.170721443589215
2026-04-01,6,0.12660674601469024,0.823884329565519,0.12660674601469024,-28.854204578552498,-34.04411469757452
2026-04-02,6,0.12660674601473598,0.731684016957387,0.12660674601473598,-28.72759783253776,-33.917507951559784
2026-04-06,6,3.18991011902204,0.8411605692882409,3.18991011902204,-25.53768771351572,-30.727597832537743
2026-04-07,6,-6.0,0.9531192805789829,-6.0,-31.53768771351572,-36.72759783253774
2026-04-08,6,0.1266067460147573,0.7543884723280913,0.1266067460147573,-31.41108096750096,-36.60099108652298
2026-04-09,6,-6.0,0.7777561590434718,-6.0,-37.411080967500965,-42.60099108652299
2026-04-10,5,-1.9366966269926489,0.7198583009959193,-1.9366966269926489,-39.347777594493614,-44.53768771351564
2026-04-12,1,4.200457070386607,0.7868025477706945,4.200457070386607,-35.14732052410701,-40.33723064312903
2026-04-13,6,-6.0,0.6848295749479404,-6.0,-41.14732052410701,-46.33723064312903
2026-04-14,6,-2.9366966269926333,0.641381035827193,-2.9366966269926333,-44.084017151099644,-49.27392727012167
2026-04-15,3,3.126606746014681,0.6648690399800673,3.126606746014681,-40.957410405084964,-46.14732052410699
2026-04-16,3,0.06330337300736488,0.6517636938040173,0.06330337300736488,-40.8941070320776,-46.08401715109962
2026-04-17,3,0.06330337300734445,0.6278777580487405,0.06330337300734445,-40.830803659070256,-46.02071377809228
2026-04-20,6,0.12660674601471467,0.6649745503129286,0.12660674601471467,-40.70419691305554,-45.894107032077564
2026-04-21,6,3.1899101190220667,0.6574905862090988,3.1899101190220667,-37.514286794033474,-42.7041969130555
2026-04-22,4,-0.9366966269925898,0.6336779365244601,-0.9366966269925898,-38.450983421026066,-43.64089354004809
2026-04-23,7,2.1899101190220573,0.6230151418492775,2.1899101190220573,-36.26107330200401,-41.45098342102603
2026-04-24,5,-1.9366966269926618,0.5854749202345755,-1.9366966269926618,-38.19776992899667,-43.387680048018694
2026-04-26,1,-0.8126922119462272,0.5541403197158093,-0.8126922119462272,-39.0104621409429,-44.20037225996492
2026-04-27,6,0.1266067460147493,0.5221474650027135,0.1266067460147493,-38.88385539492815,-44.07376551395017
2026-04-28,6,3.1899101190220915,0.6372264488282156,3.1899101190220915,-35.69394527590605,-40.88385539492808
2026-04-29,6,3.189910119022042,0.5888042995672661,3.189910119022042,-32.50403515688401,-37.69394527590603
2026-04-30,4,5.1899101190219845,0.6481537846706493,5.1899101190219845,-27.314125037862024,-32.50403515688404
2026-05-01,4,2.126606746014682,0.6495307591711723,2.126606746014682,-25.18751829184734,-30.377428410869364
2026-05-03,1,0.11138988571678067,0.6998051282051515,0.11138988571678066,-25.07612840613056,-30.266038525152585
2026-05-04,6,0.12660674601467425,0.6516145603363638,0.12660674601467425,-24.949521660115888,-30.13943177913791
2026-05-05,5,-1.936696626992655,0.6033050940043415,-1.936696626992655,-26.886218287108544,-32.076128406130564
2026-05-06,4,2.126606746014686,0.6200786353237622,2.126606746014686,-24.759611541093857,-29.94952166011588
2026-05-07,7,-0.8733932539853289,0.5407618406798747,-0.8733932539853289,-25.633004795079188,-30.82291491410121
2026-05-08,6,-6.0,0.6289603389973922,-6.0,-31.633004795079188,-36.82291491410121
2026-05-11,6,-2.936696626992675,0.5977625735959414,-2.936696626992675,-34.569701422071866,-39.75961154109389
2026-05-12,6,-2.9366966269926764,0.5495844812660621,-2.9366966269926764,-37.50639804906454,-42.69630816808657
2026-05-13,6,-2.936696626992633,0.5557455070512661,-2.936696626992633,-40.44309467605718,-45.6330047950792
2026-05-14,4,-0.9366966269926666,0.8575514753844552,-0.9366966269926666,-41.37979130304984,-46.569701422071866
2026-05-15,6,0.1266067460147191,0.5821001811941774,0.1266067460147191,-41.25318455703513,-46.44309467605715
2026-05-19,5,-0.48412883005033347,0.6225006747936452,-0.48412883005033347,-41.73731338708546,-46.92722350610748
2026-05-20,4,0.3572554167562758,0.6649196035071192,0.3572554167562758,-41.38005797032918,-46.56996808935121
2026-05-21,5,-5.0,0.5941714880671939,-5.0,-46.38005797032918,-51.56996808935121
2026-05-22,6,-6.0,0.5934265541922253,-6.0,-52.38005797032918,-57.56996808935121
2026-05-24,1,-1.9509279871767937,0.5774047999999966,-1.9509279871767935,-54.33098595750597,-59.520896076528
2026-05-25,6,-6.0,0.6036282249882051,-6.0,-60.33098595750597,-65.520896076528
2026-05-26,6,-6.0,0.576453173160523,-6.0,-66.33098595750597,-71.520896076528
2026-05-27,6,0.12660674601469069,0.6724648942300573,0.12660674601469069,-66.20437921149129,-71.39428933051332
2026-05-28,5,1.126606746014728,0.7616876185992807,1.126606746014728,-65.07777246547656,-70.26768258449857
2026-05-29,4,2.12660674601466,0.6253161351385693,2.12660674601466,-62.9511657194619,-68.14107583848391
2026-05-31,1,-1.2378853319713534,0.6203119402985134,-1.2378853319713534,-64.18905105143325,-69.37896117045528
2026-06-01,3,0.0633033730073822,0.6290324496651764,0.0633033730073822,-64.12574767842587,-69.3156577974479
2026-06-02,6,0.12660674601473154,0.618452453272998,0.12660674601473154,-63.99914093241114,-69.18905105143315
2026-06-03,6,-2.9366966269926,0.653840977793023,-2.9366966269926,-66.93583755940374,-72.12574767842577
2026-06-04,5,-1.9366966269926276,0.6219774895641047,-1.9366966269926276,-68.87253418639636,-74.06244430541838
2026-06-05,6,0.12660674601472488,0.5805854500880907,0.12660674601472488,-68.74592744038164,-73.93583755940367
2026-06-07,1,0.5373556697950774,0.5619313501144443,0.5373556697950774,-68.20857177058656,-73.39848188960858
2026-06-08,4,-0.9366966269926511,0.5746179671230738,-0.9366966269926511,-69.14526839757922,-74.33517851660125
2026-06-09,6,2.1368266486994445,0.6232463845395206,2.1368266486994445,-67.00844174887978,-72.1983518679018
2026-06-10,6,6.253213492029445,0.5799044726871411,6.253213492029445,-60.75522825685033,-65.94513837587235
2026-06-11,6,0.1266067460146929,0.6408607898621287,0.1266067460146929,-60.628621510835636,-65.81853162985766
2026-06-12,2,1.0633033730073507,0.6641784002755753,1.0633033730073507,-59.565318137828285,-64.7552282568503
2026-06-14,1,3.734148739535497,0.6613666061705816,3.734148739535497,-55.831169398292786,-61.02107951731481
2026-06-15,5,-1.9366966269926498,0.560642832475269,-1.9366966269926498,-57.767866025285436,-62.95777614430746
2026-06-16,4,-0.936696626992652,0.5427183331578234,-0.936696626992652,-58.704562652278085,-63.89447277130011
2026-06-17,7,1.0228473757784795,0.6431933830330345,1.0228473757784795,-57.6817152764996,-62.871625395521626
2026-06-18,6,0.1266067460147524,0.5670074474597228,0.1266067460147524,-57.55510853048485,-62.745018649506875
2026-06-19,6,-1.7827083435462736,0.6245720240563298,-1.7827083435462736,-59.33781687403113,-64.52772699305315
