period,trades,return_pct,max_dd_pct,profit_factor,win_rate,avg_trade_return_pct,avg_spread,pass,notes
2026Q1,289,114.73047613574342,-10.155164538514285,1.750479363880724,0.46366782006920415,0.39699126690568654,0.8391695501730307,True,ok
2026Q2,268,81.37995946283934,-9.746786507970672,1.5237708153651217,0.4253731343283582,0.3036565651598483,0.6446529850745957,True,ok
